path,path_length,fidelity_rate,loss
"[(1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)]",8,5.859375,83.59375
"[(9, 0), (8, 0), (8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (2, 6), (1, 6)]",15,1.953125,92.578125
"[(3, 1), (2, 1), (1, 1), (0, 1)]",4,13.28125,50.0
"[(6, 9), (6, 8), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2), (6, 1), (6, 0)]",10,3.515625,87.5
"[(1, 0), (2, 0), (2, 1), (3, 1), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7)]",12,3.515625,90.234375
"[(1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (4, 6), (5, 6), (6, 6), (7, 6)]",10,4.6875,87.5
"[(1, 5), (2, 5), (2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (5, 2), (5, 1), (6, 1), (7, 1), (8, 1)]",12,3.125,90.234375
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (4, 3), (4, 2)]",11,3.125,89.0625
"[(2, 5), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (5, 8)]",7,4.6875,80.078125
"[(4, 5), (5, 5), (5, 6), (6, 6), (7, 6)]",5,6.25,66.796875
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (3, 7), (3, 8)]",11,2.34375,89.0625
"[(3, 1), (4, 1), (4, 2), (5, 2), (5, 3), (6, 3), (6, 4), (7, 4), (7, 5), (8, 5)]",10,1.5625,87.5
"[(6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1), (1, 1), (0, 1)]",10,2.734375,87.5
"[(7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1)]",10,4.296875,87.5
"[(3, 2), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8)]",8,4.6875,83.59375
"[(6, 4), (7, 4), (7, 3), (7, 2), (7, 1)]",5,8.203125,66.796875
"[(1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (5, 8), (6, 8), (6, 9), (7, 9), (8, 9), (9, 9)]",14,2.34375,91.796875
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)]",9,5.078125,85.9375
"[(2, 9), (1, 9), (1, 8), (0, 8), (0, 7), (0, 6)]",6,8.203125,75.0
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6)]",5,7.03125,66.796875
"[(8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]",11,1.953125,89.0625
"[(2, 3), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)]",7,5.46875,80.078125
"[(9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8)]",7,4.6875,80.078125
"[(2, 0), (3, 0), (3, 1), (4, 1), (4, 2), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]",13,2.34375,91.015625
"[(1, 0), (0, 0), (0, 1), (0, 2), (0, 3)]",5,8.203125,66.796875
"[(0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (5, 3), (6, 3)]",10,2.734375,87.5
"[(8, 7), (9, 7), (9, 8), (9, 9)]",4,12.109375,50.0
"[(9, 6), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",6,7.03125,75.0
"[(6, 1), (7, 1), (7, 2), (8, 2), (8, 3), (8, 4)]",6,5.078125,75.0
"[(8, 9), (7, 9)]",2,49.60937499999999,0.0
"[(7, 1), (7, 2)]",2,51.95312499999999,0.0
"[(6, 8), (5, 8), (4, 8), (3, 8)]",4,12.5,50.0
"[(7, 9), (6, 9), (6, 8), (5, 8), (4, 8)]",5,8.984375,66.796875
"[(2, 9), (3, 9), (3, 8), (4, 8), (4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (7, 5), (7, 4), (8, 4), (8, 3), (8, 2)]",14,1.953125,91.796875
"[(6, 6), (5, 6), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5)]",7,4.6875,80.078125
"[(4, 9), (5, 9), (5, 8), (6, 8), (7, 8), (8, 8)]",6,6.25,75.0
"[(4, 3), (5, 3), (5, 2), (6, 2), (6, 1), (7, 1), (8, 1)]",7,5.46875,80.078125
"[(8, 4), (7, 4), (7, 5), (6, 5), (5, 5), (4, 5)]",6,6.640625,75.0
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (4, 5), (4, 4), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0)]",14,0.78125,91.796875
"[(0, 7), (0, 8)]",2,39.06249999999999,0.0
"[(2, 4), (3, 4), (3, 3)]",3,23.046875,0.0
"[(0, 0), (1, 0), (1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (6, 5), (6, 6), (7, 6), (7, 7), (8, 7), (8, 8), (8, 9)]",18,1.953125,93.75
"[(3, 6), (4, 6), (4, 7), (5, 7)]",4,12.890625,50.0
"[(1, 6), (2, 6), (2, 5), (3, 5), (3, 4), (4, 4), (4, 3), (5, 3), (6, 3)]",9,3.90625,85.9375
"[(5, 9), (6, 9), (6, 8), (7, 8), (7, 7), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",11,2.34375,89.0625
"[(4, 0), (3, 0), (3, 1), (2, 1), (1, 1)]",5,9.375,66.796875
"[(0, 7), (1, 7), (1, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5)]",8,6.640625,83.59375
"[(5, 5), (6, 5), (6, 6), (7, 6), (7, 7), (8, 7), (8, 8), (8, 9)]",8,3.90625,83.59375
"[(8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1)]",12,3.125,90.234375
"[(6, 5), (5, 5), (5, 6), (4, 6), (4, 7), (3, 7), (3, 8), (2, 8), (2, 9)]",9,3.515625,85.9375
"[(9, 4), (8, 4), (8, 5), (7, 5), (6, 5), (5, 5), (4, 5), (3, 5), (2, 5)]",9,2.34375,85.9375
"[(1, 8), (2, 8), (2, 7), (3, 7), (3, 6), (4, 6), (4, 5), (5, 5)]",8,3.125,83.59375
"[(6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (3, 2)]",8,3.125,83.59375
"[(5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (1, 2), (1, 1)]",9,2.34375,85.9375
"[(4, 2), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",9,3.90625,85.9375
"[(0, 4), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (3, 7), (3, 8)]",8,4.296875,83.59375
"[(8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (4, 6), (4, 7)]",11,2.734375,89.0625
"[(9, 2), (8, 2), (8, 3), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]",12,1.953125,90.234375
"[(4, 2), (3, 2), (3, 1), (2, 1), (2, 0)]",5,7.421875,66.796875
"[(9, 8), (8, 8), (8, 7), (7, 7), (7, 6), (6, 6), (6, 5), (5, 5), (5, 4), (4, 4), (4, 3), (3, 3)]",12,1.5625,90.234375
"[(1, 2), (2, 2), (2, 3), (3, 3), (3, 4), (3, 5), (3, 6)]",7,5.859375,80.078125
"[(0, 2), (1, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1)]",10,3.125,87.5
"[(5, 4), (6, 4), (6, 5), (7, 5), (7, 6), (8, 6), (8, 7), (9, 7), (9, 8), (9, 9)]",10,1.953125,87.5
"[(8, 8), (7, 8), (7, 7), (6, 7), (5, 7), (4, 7), (3, 7), (2, 7), (1, 7)]",9,3.515625,85.9375
"[(3, 8), (2, 8), (2, 7)]",3,21.484375,0.0
"[(6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)]",8,4.6875,83.59375
"[(6, 0), (5, 0), (5, 1), (4, 1), (4, 2), (3, 2), (3, 3), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)]",13,1.5625,91.015625
"[(0, 6), (1, 6), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7)]",11,2.34375,89.0625
"[(6, 6), (5, 6), (5, 5), (4, 5), (3, 5), (2, 5), (1, 5)]",7,5.46875,80.078125
"[(3, 0), (4, 0), (4, 1), (5, 1), (5, 2), (6, 2), (6, 3), (7, 3), (7, 4), (7, 5), (7, 6)]",11,2.34375,89.0625
"[(8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (3, 2), (3, 1), (2, 1)]",12,1.953125,90.234375
"[(6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (1, 2), (1, 1), (0, 1)]",12,1.953125,90.234375
"[(5, 7), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)]",6,6.640625,75.0
"[(3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (7, 3), (7, 2), (7, 1)]",11,2.734375,89.0625
"[(6, 4), (5, 4), (5, 5), (4, 5), (4, 6), (3, 6), (3, 7), (2, 7), (2, 8), (1, 8)]",10,3.515625,87.5
"[(1, 2), (2, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7)]",9,4.296875,85.9375
"[(2, 9), (3, 9), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8)]",9,4.6875,85.9375
"[(2, 8), (1, 8), (1, 7), (0, 7), (0, 6), (0, 5), (0, 4)]",7,3.125,80.078125
"[(2, 9), (3, 9), (3, 8), (4, 8), (4, 7), (5, 7), (5, 6), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2)]",12,2.734375,90.234375
"[(6, 9), (5, 9)]",2,49.21874999999999,0.0
"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (3, 6), (3, 5), (3, 4)]",8,5.46875,83.59375
"[(2, 8), (3, 8), (3, 7), (4, 7), (4, 6), (5, 6), (5, 5), (6, 5), (6, 4), (7, 4), (8, 4), (9, 4)]",12,3.515625,90.234375
"[(2, 2), (3, 2), (3, 1), (4, 1)]",4,12.5,50.0
"[(8, 1), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5)]",6,9.375,75.0
"[(7, 9), (6, 9), (6, 8), (5, 8), (5, 7), (4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (4, 0)]",13,3.515625,91.015625
"[(3, 1), (4, 1), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)]",7,6.25,80.078125
"[(7, 9), (6, 9), (6, 8), (5, 8), (5, 7), (4, 7), (4, 6), (3, 6), (3, 5), (2, 5), (1, 5), (0, 5)]",12,1.5625,90.234375
"[(9, 4), (8, 4), (8, 5), (7, 5), (7, 6), (6, 6), (6, 7), (6, 8), (6, 9)]",9,5.859375,85.9375
"[(1, 1), (2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]",13,2.734375,91.015625
"[(7, 9), (8, 9), (8, 8), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2)]",10,3.90625,87.5
"[(0, 4), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (4, 8), (5, 8), (5, 9), (6, 9)]",12,0.78125,90.234375
"[(0, 6), (1, 6), (1, 5), (2, 5), (2, 4), (3, 4), (3, 3), (3, 2)]",8,3.90625,83.59375
"[(8, 6), (7, 6), (7, 7), (6, 7), (6, 8), (5, 8), (5, 9), (4, 9)]",8,1.953125,83.59375
"[(8, 0), (7, 0), (7, 1), (6, 1), (6, 2), (5, 2), (5, 3), (4, 3), (4, 4), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8)]",14,1.171875,91.796875
"[(7, 0), (6, 0)]",2,43.35937499999999,0.0
"[(9, 6), (8, 6), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]",10,2.34375,87.5
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6)]",6,5.078125,75.0
"[(5, 4), (4, 4), (4, 3), (4, 2), (4, 1), (4, 0)]",6,5.859375,75.0
"[(2, 4), (3, 4), (3, 3), (4, 3), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0)]",10,1.953125,87.5
"[(4, 9), (5, 9), (5, 8), (6, 8), (6, 7), (7, 7), (7, 6), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2), (8, 1), (8, 0)]",14,2.34375,91.796875
"[(3, 9), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)]",9,1.953125,85.9375
"[(7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0)]",8,2.34375,83.59375
"[(7, 9), (8, 9), (8, 8), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1), (9, 0)]",12,2.734375,90.234375
"[(2, 3), (3, 3), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2)]",7,3.90625,80.078125
"[(5, 0), (6, 0), (6, 1), (7, 1), (7, 2), (8, 2), (8, 3), (8, 4), (8, 5)]",9,3.125,85.9375
"[(6, 7), (7, 7), (7, 6), (8, 6), (8, 5), (9, 5), (9, 4)]",7,5.46875,80.078125
"[(6, 0), (5, 0), (5, 1), (4, 1), (4, 2), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8)]",12,2.34375,90.234375
"[(5, 6), (6, 6), (6, 5), (6, 4)]",4,11.71875,50.0
"[(1, 4), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)]",10,3.90625,87.5
"[(9, 6), (8, 6)]",2,44.92187499999999,0.0
"[(5, 9), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (4, 2)]",9,4.296875,85.9375
"[(6, 9), (7, 9), (7, 8), (8, 8), (8, 7), (8, 6), (8, 5)]",7,3.90625,80.078125
"[(5, 7), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6)]",6,7.421875,75.0
"[(5, 9), (6, 9), (6, 8), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3)]",8,3.125,83.59375
"[(8, 2), (7, 2), (7, 1), (6, 1), (5, 1), (4, 1)]",6,5.859375,75.0
"[(4, 8), (3, 8), (3, 7), (2, 7), (2, 6), (1, 6), (1, 5), (0, 5)]",8,4.6875,83.59375
"[(7, 2), (6, 2), (6, 3), (5, 3), (5, 4), (4, 4), (4, 5), (3, 5), (3, 6), (2, 6)]",10,2.34375,87.5
"[(0, 3), (1, 3), (1, 4), (2, 4), (2, 5)]",5,9.375,66.796875
"[(1, 5), (1, 6), (1, 7)]",3,32.421875,0.0
"[(5, 6), (4, 6), (4, 5), (3, 5), (3, 4), (2, 4), (2, 3), (1, 3), (1, 2)]",9,3.515625,85.9375
"[(9, 7), (8, 7), (8, 6), (7, 6), (7, 5), (6, 5), (6, 4), (5, 4), (5, 3), (4, 3), (4, 2), (4, 1), (4, 0)]",13,1.171875,91.015625
"[(0, 9), (1, 9), (1, 8), (2, 8), (2, 7), (3, 7), (3, 6), (4, 6), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)]",13,3.125,91.015625
"[(7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2)]",8,4.6875,83.59375
"[(5, 1), (6, 1), (6, 2), (7, 2), (7, 3), (8, 3), (8, 4), (9, 4), (9, 5), (9, 6), (9, 7)]",11,0.78125,89.0625
"[(0, 3), (1, 3), (1, 4), (1, 5), (1, 6)]",5,9.375,66.796875
"[(9, 8), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4)]",6,7.8125,75.0
"[(7, 5), (6, 5), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]",9,5.859375,85.9375
"[(3, 0), (2, 0), (2, 1)]",3,30.078125,0.0
"[(8, 2), (7, 2), (7, 3), (6, 3), (5, 3), (4, 3)]",6,4.6875,75.0
"[(5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6)]",8,5.859375,83.59375
"[(4, 5), (3, 5), (3, 4), (2, 4), (2, 3), (2, 2), (2, 1)]",7,3.515625,80.078125
"[(9, 9), (8, 9), (8, 8), (7, 8), (7, 7), (6, 7), (6, 6), (5, 6), (5, 5), (4, 5), (4, 4), (3, 4), (3, 3), (2, 3), (2, 2), (1, 2), (1, 1)]",17,1.171875,93.359375
